time
59825279
62926467
70769498
64302072
57566244
51902698
67533447
70102789
75751878
82857868
67021995
68281034
62642561
49267426
70725429
136877334
116907312
81320719
82971223
154048586
128587666
306319348
123429006
209242864
110208852
160063580
101758755
74982362
115166017
134158883
97318977
108519796
88329842
81863044
49396636
76246083
94773104
87130867
77634888
111379753
125678477
84907521
91968744
93729109
97167074
110862785
102746252
165023614
127542977
99502795
143833942
84268959
68310792
72225359
64086546
74590903
81989461
94415865
86465626
81132640
72155866
67843899
76141812
72867975
77620713
58332416
68244513
87709790
84125924
69260153
71704129
65178735
94634891
79635931
66822183
73186105
69900884
102722720
106597337
87144911
68154837
66558601
58010096
55760350
43547592
66883296
68206031
60875219
66348308
63625313
66119297
71529807
82040938
77999957
58475314
58307065
48549178
70570947
72790802
72475745
65017681
57194344
76610245
70094976
77289946
86081291
70838443
83138993
72463384
71314276
106982658
72663411
85722654
81931008
61549684
56065702
71752814
66520331
61730646
55169141
60099419
56548797
52143521
58847363
102816732
72257142
67416332
52894391
59038939
76061709
88179204
68757297
80717647
60050251
63001768
53918484
62123367
63559595
63107229
56119620
55793598
52660492
56029873
69459558
65157508
72943270
65721482
63452389
77590899
59685188
51383504
54113413
52420795
55962337
52583876
53785785
52108043
56213698
51748847
50548335
59761456
64983044
61284777
51420032
58978599
58230732
70216157
65765133
62414399
64643194
62523912
77627776
73882366
79739585
66967672
70117611
66966764
69672857
76365246
71588690
77020572
77347222
63733783
72899482
68047637
81704797
73854779
66788877
68994274
67468509
66986949
60998987
53562223
66008395
55231095
68151143
62277791
58115704
62977188
62600739
66641581
59115910
55480990
59286604
59605852
59882215
67884558
68359413
71302968
59441513
63641595
79182878
59912387
73603629
76361127
70711687
63847978
56773834
59327602
58728987
55587849
56886699
54707842
57926993
50412426
55168658
57472183
61180157
59685961
62479286
55596370
53950406
51086261
53750310
59298618
60352393
61086990
57925807
56139321
50556929
52380291
51492951
57061234
65163730
57459961
62523428
60042574
65986118
68505246
55500967
58819574
58425526
70871069
78238830
64460563
76381174
67805291
79521684
76971129
58267055
65493944
63256978
66942884
61060173
60273124
57020728
67777355
58283189
65254108
59322855
61367686
52961587
69926669
73174106
76061858
68726506
57420362
65980883
64948131
72703164
68319049
66807043
69915915
64175959
71231386
64884225
73997194
73619210
67810041
87723079
69439245
68295653
68707791
63104376
67836722
69636059
60384524
65580340
59002981
59633374
55060617
63482639
73178508
63246923
67998407
57266434
58746453
64712277
67666728
65507845
62064431
69351803
72196533
70775390
70920172
71761209
80490466
82813687
79185960
84378705
74021642
89468921
58479169
65059531
65110656
62255100
72053917
69657642
64157035
66172671
57417292
69101841
71180685
70979820
66413278
59802255
55439511
62005626
59419870
67284136
74034494
60920213
53595057
65074619
62653061
63129662
67529841
70944480
83603113
79476086
81727579
77540488
75853876
94056348
75269090
73318406
75190029
69921297
79538246
80648244
64970137
71066007
66125951
79195532
78960026
59926435
60668505
58769434
52795648
57688491
67980042
59429929
66383528
60121923
55201562
54162594
63547529
57893059
66570914
68132788
69466559
90815828
55172019
55193880
56541898
64666465
53681733
56938810
85748031
72224336
87075167
81045297
83185602
88964320
82630079
69810391
68179234
71764358
73471782
64079794
70887005
66926690
62619471
56713222
54195840
52947347
53894612
62404638
66177985
73986518
69400280
58941108
67461679
60441312
65219965
59573946
62898909
55214346
64166120
66160316
79528752
68586554
62909735
65837646
66692511
61989219
67347349
52336441
63383962
57990981
54856546
76611807
71446371
82593695
69204585
60630166
50784694
53276653
51767719
52318352
