time
47756855
64463226
64007020
65590264
62002071
63502343
63334513
63098727
54827641
56579832
58251286
57085277
58998035
58328531
60606422
56996228
55784683
49194968
52314942
52013574
50191752
51768709
53315916
49767602
50782822
53550723
51055275
49581473
54863889
50298749
54950982
52308097
51240007
51353221
52668273
56661339
57877774
65593828
63409665
60830546
64309647
64047670
55856901
63358610
59938667
61308055
54431988
62684637
58752892
63151181
54840075
60140580
66438287
56019493
59514937
61392984
54542968
52667366
51909303
57418146
50709281
50882838
55992745
52435771
49395835
52865297
58609718
50857835
54269608
51482989
55393153
52121762
49803503
49139796
53529843
52697469
58031917
57697933
60026599
64085247
56239776
58120546
67846299
57033389
73732080
62819715
58939652
60785082
60981757
59862751
66034045
60754073
63840732
61076672
58200586
61481754
61677451
52981237
53493527
52689648
54005049
54642076
55146823
54400563
52806074
59334748
55936944
51455822
53561763
58340968
50387033
51117718
52768639
51038028
55896854
53345952
52644321
58732573
64726887
71687393
58674045
62184225
64845408
57806191
57213583
72915142
57494137
75376927
67579297
64179397
52697472
60073607
60900394
50794002
52286313
55513005
56075302
50708447
50688402
44562855
50997941
52716189
52413356
44051683
51234215
53045773
52305100
46873642
46311764
59026260
54192368
46614041
49640636
55463209
50722276
44489243
52254606
51138185
44962072
54659120
49007939
57832942
44824833
55704163
47653007
61683461
57573480
53473556
54605413
55501413
55884985
67675123
53541861
61924208
62620321
58465849
62799605
59638215
63652513
70054215
61164957
55628665
51248815
54045771
54936324
52979566
53109402
59390347
53712346
55215482
54719046
54734620
51693219
53055134
52280030
54194394
52690910
51731073
52551784
54570982
52661717
51185610
55123710
57998540
51829201
59445453
55458392
62814692
61999848
90424983
68583768
81218853
69434092
64927477
59798923
61632550
67765432
65918394
57630545
68127841
66061431
72125588
63717260
83769407
70095075
70556241
67863071
58349636
67162348
60661820
63301562
65553542
55926614
61835792
66842893
59792080
71259480
60805834
58405649
52773395
76880211
57006369
56732309
64323907
59073129
66740575
59738791
56257246
58467740
59838525
57329807
102704160
140278855
132435268
95229617
64944873
54078322
55255925
60089329
71606805
76425334
68384164
93124376
84908252
54624764
55042697
61428196
58797534
56982834
51366642
56698579
60473949
59394543
59172097
63117881
66376422
67507930
65832633
61663285
62553490
56900351
65801134
60299135
63012909
67072885
71925357
53969789
56707240
61692619
62288231
62232148
66437395
64392775
55001703
57386381
55709410
50948641
53400579
55696838
54861530
53712283
50068076
54356714
56884708
55851887
54892680
56061623
57478155
56904684
56489404
55749848
79899270
55198657
54769479
60009013
59055533
57145569
58671264
59105959
64055930
54664718
59092969
64360231
57529350
62795704
68557935
56904545
71081321
67028538
68346663
62183401
56197047
83835558
86298321
132045284
97989357
253878015
136034650
130114716
67976852
98266490
92886294
158972948
104768207
132403366
159408761
120127126
115418042
152966691
215536111
149056596
130047323
93289702
129968891
68926355
67049634
69755168
97373006
84886403
77172022
76815829
71449043
68819846
121715403
86634125
112252324
75261361
103248034
101483061
147751117
132227301
91014537
143363792
73914949
58419419
62646248
60241943
58580195
53492567
60162952
61106375
66529035
76509784
58495128
61513273
58764019
67257835
61372892
55724084
58455879
120395467
76498960
80956267
87314389
84311888
66948367
76203529
118977538
95945653
89871997
93272667
117981525
85433130
90719110
58590744
110992592
92110290
103190629
119064214
103324727
178455347
205009358
73554988
86109131
66337183
63468918
69099917
66349755
71702364
94035903
101080012
88897498
119689791
78597153
81093650
78397823
63976600
70741481
66376225
63671600
58637401
64043090
68686455
57860130
53972733
58821644
55030279
53849253
55188121
60241668
56239381
72189164
60791882
84501095
65513191
62476957
54633089
57775553
70556542
116528333
81527369
95718326
61245157
122367252
108013215
75893018
129304085
75454133
150545159
83952000
70122895
108328971
66025553
69718231
73077275
57818647
58944148
59629296
71622470
55173247
54164033
55211940
54755104
58743912
51767339
55872574
51138623
66358280
57897219
62476471
58138453
64065163
87799520
158966134
100777045
80127044
88933054
79892026
91982629
80456349
91514060
89577695
57452468
78925415
83310926
86845553
62739357
59130768
54773963
73505340
53952484
57190352
57354690
54327604
49107624
51752675
56638671
52645533
56891499
53161734
60964607
65957811
67462483
56583078
68473304
55730658
67439645
55046487
59439470
65552449
67729698
64036531
59095220
84966948
114175861
97288100
60418723
81409973
67150850
72143914
71386619
77023555
70794360
54424127
54132608
57853781
51499150
56558635
58446321
56057449
55688126
56022389
54335638
54224869
56515193
57673660
58443597
71528539
124953439
67637439
68905488
66736061
67365476
78080683
76962796
77945470
61092070
61906497
66430363
62231960
